Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
24,4.7,142634,22,7,0,0,1,Photo
24,4.7,259450,17,7,0,0,1,Photo
24,4.5,21841,7.7,3,0,0,1,Photo
24,4.5,10349,11,3,0,0,1,Photo
24,4.5,859,21,9,0,0,1,Photo
24,4.4,40289,19,13,0,0,1,Photo
24,4.3,49680,8.7,13,0,0,1,Photo
24,4.5,3378,30,3,0,0,3,Photo
24,4.4,10525,25,3,0,0,1,Photo
24,3.3,3492,17,13,0,0,1,Photo
24,4.4,1864,13,18,0,0,1,Photo
24,4.5,74476,23,7,0,0,1,Photo
24,4.5,3116,22,18,0,0,1,Photo
24,4.7,31985,9.1,3,0,0,1,Photo
24,4.5,4400,8.3,3,0,0,1,Photo
24,4.6,11677,19,3,0,0,1,Photo
24,4.4,3158047,53,10,0,0,1,Photo
24,4.3,56114,17,7,0,0,1,Photo
24,4.6,15700,10,3,0,0,1,Photo
24,4.5,26361,29,13,0,0,1,Photo
24,4.5,285788,46,7,0,0,1,Photo
24,4.2,4410,4.5,3,0,0,1,Photo
24,4.0,5855,4.9,3,0,0,1,Photo
24,4.7,233039,24,7,0,0,1,Photo
24,4.3,28578,23,7,0,0,1,Photo
24,4.6,1159058,25,10,0,0,1,Photo
24,4.4,53421,26,7,0,0,1,Photo
24,4.3,116880,2.0,7,0,0,1,Photo
24,4.3,21730,19,3,0,0,1,Photo
24,4.4,62421,9.6,13,0,0,1,Photo
24,4.4,70189,13,13,0,0,4,Photo
24,4.6,847159,4.2,7,0,0,1,Photo
24,4.3,251951,16,7,0,0,3,Photo
24,4.6,98716,59,13,0,0,1,Photo
24,4.2,240475,9.5,7,0,0,1,Photo
24,4.4,3157936,53,10,0,0,1,Photo
24,3.9,55427,6.6,7,0,0,1,Photo
24,4.2,329160,27,7,0,0,1,Photo
24,4.3,42677,22,3,0,0,1,Photo
24,4.3,811693,50,16,0,0,1,Photo
24,4.1,23440,30,3,0,0,1,Photo
24,4.3,42079,17,3,0,0,1,Photo
24,4.0,29707,18,3,0,0,1,Photo
24,4.0,15098,10.0,3,0,0,1,Photo
24,4.0,35724,9.9,3,0,0,1,Photo
24,4.4,71898,23,13,0,0,1,Photo
24,4.3,4865093,51,10,0,0,1,Photo
24,4.1,106080,35,7,0,0,1,Photo
24,4.2,44941,16,3,0,0,1,Photo
24,3.9,129272,11,7,0,0,1,Photo
24,4.4,111066,74,13,0,0,1,Photo
24,4.4,49553,48,3,1,5.99,1,Photo
24,4.4,70189,13,13,0,0,4,Photo
24,4.6,847159,4.2,7,0,0,1,Photo
24,4.3,251951,16,7,0,0,3,Photo
24,4.6,98716,59,13,0,0,1,Photo
24,4.0,130081,5.6,7,0,0,1,Photo
24,4.3,462152,1.5,7,0,0,1,Photo
24,4.2,140917,5.7,7,0,0,1,Photo
24,4.0,88860,6.1,13,0,0,1,Photo
24,4.1,49211,1.9,3,0,0,1,Photo
24,4.1,351254,4.0,7,0,0,1,Photo
24,4.0,157506,47,7,0,0,1,Photo
24,4.3,116880,2.0,7,0,0,1,Photo
24,4.2,240475,9.5,7,0,0,1,Photo
24,4.0,34753,22,3,0,0,1,Photo
24,4.4,635846,14,16,0,0,1,Photo
24,4.1,78140,10,13,0,0,1,Photo
24,4.3,12865,6.9,9,1,2.99,1,Photo
24,4.2,215343,44,7,0,0,1,Photo
24,4.3,4865107,51,10,0,0,1,Photo
24,4.4,49553,48,3,1,5.99,1,Photo
24,4.4,852649,43,16,0,0,4,Photo
24,4.4,1494491,21,16,0,0,1,Photo
24,4.6,819774,25,7,0,0,1,Photo
24,4.0,33439,3.9,13,0,0,1,Photo
24,4.1,351255,4.0,7,0,0,1,Photo
24,4.2,477831,51,7,0,0,1,Photo
24,4.6,126337,9.6,3,0,0,1,Photo
24,4.2,240475,9.5,7,0,0,1,Photo
24,4.2,15426,50,3,0,0,1,Photo
24,4.4,1490732,21,16,0,0,1,Photo
24,4.4,1163232,31,16,0,0,1,Photo
24,4.1,114680,27,7,0,0,1,Photo
24,4.4,3158151,53,10,0,0,1,Photo
24,4.5,7594559,34,10,0,0,4,Photo
24,3.8,167652,12,7,0,0,1,Photo
24,4.3,811714,50,16,0,0,1,Photo
24,4.4,1075277,47,10,0,0,3,Photo
24,4.2,93726,9.2,13,0,0,1,Photo
24,4.3,4865132,51,10,0,0,1,Photo
24,4.4,49553,48,3,1,5.99,1,Photo
24,4.2,197295,24,7,0,0,1,Photo
24,4.1,21578,1.6,3,0,0,1,Photo
24,4.3,307453,17,7,0,0,1,Photo
24,4.0,32896,31,13,0,0,1,Photo
24,4.6,98717,59,13,0,0,1,Photo
24,4.3,542561,46,7,0,0,1,Photo
24,4.4,3158151,53,10,0,0,1,Photo
24,4.5,462702,45,7,0,0,1,Photo
28,4.3,1802,9.8,9,0,0,1,Sports
28,4.4,133825,34,7,0,0,2,Sports
28,4.7,911995,20,7,0,0,1,Sports
28,4.6,1733,19,18,0,0,1,Sports
28,4.2,342909,6.0,7,0,0,1,Sports
28,4.3,56270,15,13,0,0,1,Sports
28,4.5,107724,6.5,13,0,0,1,Sports
28,4.6,101455,6.2,13,0,0,1,Sports
28,3.9,76346,14,13,0,0,1,Sports
28,4.3,39878,6.1,3,0,0,1,Sports
28,4.6,152867,17,7,0,0,1,Sports
28,4.3,63580,24,13,0,0,1,Sports
28,4.0,135763,13,7,0,0,1,Sports
28,4.0,176448,10,13,0,0,1,Sports
28,4.6,1981,10,9,0,0,1,Sports
28,4.3,16016,6.9,3,0,0,1,Sports
28,4.2,9992,31,3,0,0,1,Sports
28,4.0,218,28,9,0,0,1,Sports
28,4.6,4011,2.6,18,0,0,4,Sports
28,4.7,25172,30,18,0,0,1,Sports
28,4.3,14123,13,18,0,0,1,Sports
28,4.0,2487,27,3,0,0,1,Sports
28,4.5,180938,29,7,0,0,1,Sports
28,4.7,950,18,9,0,0,1,Sports
28,4.4,232423,35,13,0,0,1,Sports
28,4.8,1664,17,9,0,0,1,Sports
28,4.3,2486,18,18,0,0,1,Sports
28,4.4,697,3.0,9,0,0,1,Sports
28,3.9,5510,32,3,0,0,1,Sports
28,4.4,4549,24,18,0,0,1,Sports
28,4.0,176448,10,13,0,0,1,Sports
28,4.4,133825,34,7,0,0,2,Sports
28,4.1,288809,6.6,7,0,0,1,Sports
28,4.0,43611,27,3,0,0,1,Sports
28,3.1,78442,25,13,0,0,1,Sports
28,4.1,288809,6.6,7,0,0,1,Sports
28,2.9,3017,24,9,0,0,1,Sports
28,4.5,36255,25,3,0,0,1,Sports
28,4.3,752,33,9,0,0,1,Sports
28,4.1,19230,88,3,0,0,1,Sports
28,4.3,926,9.3,9,0,0,1,Sports
28,4.4,2020,84,9,0,0,1,Sports
28,4.2,798,4.7,15,0,0,2,Sports
28,4.3,7543,25,18,0,0,1,Sports
28,3.4,1845,12,9,0,0,1,Sports
28,4.2,1904,9.9,9,0,0,1,Sports
28,4.0,11085,61,3,0,0,1,Sports
28,4.1,3387,25,15,1,29.99,1,Sports
28,4.0,11151,52,3,0,0,1,Sports
28,4.6,29673,57,3,0,0,3,Sports
28,4.5,50017,41,3,0,0,0,Sports
28,4.4,63650,4.6,3,0,0,1,Sports
28,4.0,176450,10,13,0,0,1,Sports
28,3.5,50179,23,3,0,0,1,Sports
28,4.0,43611,27,3,0,0,1,Sports
28,4.0,9971,33,3,0,0,1,Sports
28,4.8,1660,4.7,6,0,0,1,Sports
28,4.1,361,2.2,15,0,0,1,Sports
28,4.3,24082,95,3,0,0,1,Sports
28,4.4,133833,34,7,0,0,2,Sports
28,4.6,990,9.4,9,0,0,1,Sports
28,4.5,32386,19,3,0,0,1,Sports
28,4.3,101,3.9,6,0,0,1,Sports
28,4.4,133833,34,7,0,0,2,Sports
28,4.5,35394,21,18,0,0,1,Sports
28,4.5,32386,19,3,0,0,1,Sports
28,4.1,288809,6.6,7,0,0,1,Sports
28,4.0,28895,82,13,0,0,4,Sports
28,4.1,34123,19,13,0,0,1,Sports
28,3.5,4057,26,18,0,0,1,Sports
28,4.5,5517,5.2,18,0,0,1,Sports
28,3.9,4272,16,18,0,0,1,Sports
28,4.0,9971,33,3,0,0,1,Sports
28,4.2,342912,6.0,7,0,0,1,Sports
28,4.6,666521,25,7,0,0,1,Sports
28,4.4,133833,34,7,0,0,2,Sports
28,4.5,2943,8.1,9,0,0,1,Sports
28,4.4,108318,35,7,0,0,1,Sports
28,4.3,7543,25,18,0,0,1,Sports
28,4.5,32386,19,3,0,0,1,Sports
28,4.0,68935,48,13,0,0,1,Sports
28,4.2,80900,21,3,0,0,1,Sports
28,4.1,288809,6.6,7,0,0,1,Sports
28,3.9,5511,32,3,0,0,1,Sports
28,4.0,28895,82,13,0,0,4,Sports
28,3.5,50179,23,3,0,0,1,Sports
28,4.0,11151,52,3,0,0,1,Sports
30,4.1,136626,14,7,0,0,1,Travel
30,4.4,49190,25,3,0,0,1,Travel
30,4.3,64713,58,3,0,0,1,Travel
30,4.5,216388,19,7,0,0,1,Travel
30,4.5,481545,29,7,0,0,1,Travel
30,4.4,6012,81,18,0,0,1,Travel
30,4.4,17878,28,3,0,0,1,Travel
30,4.0,33782,7.6,13,0,0,1,Travel
30,4.7,192641,33,13,0,0,1,Travel
30,4.6,751551,42,7,0,0,3,Travel
30,3.9,24781,8.3,13,0,0,1,Travel
30,3.6,32862,14,7,0,0,1,Travel
30,3.9,98585,37,7,0,0,1,Travel
30,4.1,136633,14,7,0,0,1,Travel
30,3.1,5572,21,3,0,0,1,Travel
30,3.7,16815,28,3,0,0,1,Travel
30,3.4,2277,27,3,0,0,1,Travel
30,3.6,285,39,18,0,0,1,Travel
30,3.3,256,17,9,0,0,1,Travel
30,3.0,2750,39,13,0,0,1,Travel
30,3.6,7081,51,3,0,0,1,Travel
30,4.8,17882,86,3,0,0,1,Travel
30,4.5,251037,26,7,0,0,1,Travel
30,3.7,27560,46,13,0,0,1,Travel
30,4.5,481546,29,7,0,0,1,Travel
30,4.4,150932,27,7,0,0,1,Travel
30,4.1,928,14,3,0,0,1,Travel
30,4.0,26665,10,13,0,0,1,Travel
30,3.9,13275,71,3,0,0,1,Travel
30,4.4,48930,15,13,0,0,1,Travel
30,4.3,15680,11,3,0,0,1,Travel
30,4.2,5112,62,3,0,0,1,Travel
30,3.5,30447,80,13,0,0,1,Travel
30,4.3,165299,5.4,7,0,0,1,Travel
30,4.7,620534,9.8,7,0,0,1,Travel
30,4.3,34,7.6,2,0,0,1,Travel
30,4.1,427,26,9,0,0,1,Travel
30,4.2,35560,13,13,0,0,1,Travel
30,4.3,11182,62,3,0,0,1,Travel
30,4.3,16734,10.0,3,0,0,1,Travel
30,4.4,48930,15,13,0,0,1,Travel
30,3.5,30447,80,13,0,0,1,Travel
30,4.1,136626,14,7,0,0,1,Travel
30,4.4,20313,57,9,0,0,1,Travel
30,4.2,25740,51,3,0,0,1,Travel
30,3.9,24781,8.3,13,0,0,1,Travel
30,4.2,42546,24,13,0,0,1,Travel
30,4.4,24281,29,3,0,0,1,Travel
30,4.4,18039,3.1,3,0,0,1,Travel
30,3.7,27560,46,13,0,0,1,Travel
30,4.4,22748,55,3,0,0,1,Travel
30,4.5,216388,19,7,0,0,1,Travel
30,4.4,47780,19,13,0,0,1,Travel
30,3.7,7705,40,3,0,0,1,Travel
30,4.5,481546,29,7,0,0,1,Travel
30,3.6,14544,43,3,0,0,1,Travel
30,4.4,134895,50,7,0,0,1,Travel
30,4.1,2419,13,3,0,0,1,Travel
30,4.4,48930,15,13,0,0,1,Travel
30,4.2,1609,4.0,9,0,0,1,Travel
30,4.1,136626,14,7,0,0,1,Travel
30,4.5,216388,19,7,0,0,1,Travel
30,4.5,481546,29,7,0,0,1,Travel
30,4.3,18622,44,3,0,0,1,Travel
30,4.2,8258,22,3,0,0,1,Travel
30,4.4,17878,28,3,0,0,1,Travel
30,4.1,17202,12,13,0,0,1,Travel
30,4.4,14114,46,3,0,0,1,Travel
30,4.1,890,7.6,9,0,0,1,Travel
30,4.5,481546,29,7,0,0,1,Travel
30,4.5,149723,4.1,7,0,0,1,Travel
30,4.2,6762,8.5,3,0,0,1,Travel
30,4.2,120373,31,13,0,0,1,Travel
30,4.2,40225,4.1,3,0,0,1,Travel
30,4.7,9971,22,18,0,0,4,Travel
30,4.2,18294,28,3,0,0,1,Travel
29,4.1,38655,5.9,7,0,0,1,Tools
29,4.2,24199,3.9,16,0,0,1,Tools
29,4.5,12759663,15,10,0,0,1,Tools
29,4.6,308,4.3,3,0,0,1,Tools
29,4.0,26189,5.3,7,0,0,1,Tools
29,3.1,45838,16,16,0,0,1,Tools
29,4.6,25592,7.5,7,0,0,1,Tools
29,4.4,1236,5.8,9,0,0,1,Tools
29,4.6,7790693,17,19,0,0,1,Tools
29,4.6,315585,8.5,7,0,0,1,Tools
29,4.4,12215,9.1,13,0,0,1,Tools
29,4.2,127223,7.6,7,0,0,1,Tools
29,4.4,9602,2.5,10,0,0,1,Tools
29,3.1,24151,15,7,0,0,1,Tools
29,3.9,18513,6.1,7,0,0,1,Tools
29,3.9,14552,17,7,0,0,1,Tools
29,4.3,357,58,3,0,0,1,Tools
29,3.7,315,4.6,18,0,0,1,Tools
29,3.5,163997,16,7,0,0,1,Tools
29,3.8,5431,1.3,7,0,0,1,Tools
29,3.6,59,2.3,15,0,0,1,Tools
29,3.1,124,1.9,9,0,0,1,Tools
29,3.8,1420,2.7,9,0,0,1,Tools
29,4.2,118439,16,7,0,0,1,Tools
29,4.0,59973,11,7,0,0,1,Tools
29,4.3,32111,5.3,3,0,0,1,Tools
29,4.5,70404,4.2,3,0,0,1,Tools
29,4.5,876866,9.1,16,0,0,1,Tools
29,4.4,207706,4.3,7,0,0,1,Tools
29,4.4,166367,1.8,13,0,0,1,Tools
29,4.4,192661,8.5,7,0,0,1,Tools
29,4.3,54207,4.4,13,0,0,1,Tools
29,4.7,1335799,3.8,16,0,0,1,Tools
29,4.5,148506,11,13,0,0,1,Tools
29,4.7,152692,11,13,0,0,1,Tools
29,4.8,48211,7.4,3,0,0,1,Tools
29,3.9,12388,5.3,3,0,0,1,Tools
29,4.5,85387,5.4,3,0,0,1,Tools
29,4.6,33509,3.6,3,0,0,1,Tools
29,4.4,90831,4.3,7,0,0,1,Tools
29,4.0,85659,27,13,0,0,1,Tools
29,4.0,807,1.8,9,0,0,1,Tools
29,4.4,24265,3.3,3,0,0,1,Tools
29,4.1,1657,2.0,9,0,0,1,Tools
29,4.3,576454,6.1,16,0,0,1,Tools
29,4.1,88675,9.6,13,0,0,1,Tools
29,4.3,56848,9.6,3,0,0,1,Tools
29,4.2,19096,10,3,0,0,1,Tools
29,4.2,1116393,8.2,16,0,0,1,Tools
29,4.2,154578,14,7,0,0,1,Tools
29,4.2,40676,25,3,0,0,1,Tools
29,4.3,39833,9.9,3,0,0,1,Tools
29,4.5,273283,22,13,0,0,1,Tools
29,4.5,801054,8.9,7,0,0,1,Tools
29,4.1,65597,2.4,7,0,0,1,Tools
29,4.4,1107320,25,16,0,0,1,Tools
29,4.4,335115,1.8,7,0,0,1,Tools
29,4.1,33926,17,3,0,0,1,Tools
29,4.2,134203,4.1,7,0,0,1,Tools
29,4.1,15693,18,3,0,0,1,Tools
29,4.6,48979,14,3,0,0,1,Tools
29,4.1,9496,696,3,0,0,1,Tools
29,4.2,428581,4.7,7,0,0,1,Tools
29,4.1,225544,8.1,7,0,0,1,Tools
29,4.5,474439,7.9,7,0,0,1,Tools
29,4.0,41137,4.6,3,0,0,1,Tools
29,3.5,75336,544,3,0,0,1,Tools
29,4.4,745245,3.5,7,0,0,1,Tools
29,4.1,172990,525,7,0,0,1,Tools
29,4.2,68309,2.1,3,0,0,1,Tools
23,4.4,7146,14,3,0,0,2,Personal
23,4.6,49657,8.7,13,0,0,1,Personal
23,4.5,1724,21,9,0,0,3,Personal
23,4.4,32794,12,13,0,0,1,Personal
23,4.5,102923,18,3,0,0,1,Personal
23,4.6,6702776,17,10,0,0,4,Personal
23,4.6,7583,3.8,18,0,0,2,Personal
23,4.6,5073,23,3,0,0,2,Personal
23,4.5,15633,14,3,0,0,1,Personal
23,4.7,1141545,15,16,0,0,1,Personal
23,4.7,29485,9.9,3,0,0,1,Personal
23,4.4,142393,12,7,0,0,1,Personal
23,4.3,71688,12,7,0,0,1,Personal
23,4.7,114851,20,7,0,0,1,Personal
23,4.1,62209,7.4,7,0,0,1,Personal
23,4.7,202474,3.0,7,0,0,4,Personal
23,4.6,298321,14,7,0,0,1,Personal
23,4.5,5783441,14,10,0,0,1,Personal
23,4.4,47393,7.2,7,0,0,1,Personal
23,4.4,55525,22,7,0,0,1,Personal
23,4.3,2267,7.2,18,0,0,1,Personal
23,4.6,649568,26,7,0,0,1,Personal
23,4.7,6342,38,3,0,0,1,Personal
23,4.3,5413,3.9,3,0,0,1,Personal
23,4.6,4724,5.4,3,0,0,1,Personal
23,4.4,43960,9.8,7,0,0,1,Personal
23,4.5,3277209,7.6,10,0,0,1,Personal
23,4.7,229,1.1,18,0,0,1,Personal
23,4.3,6626,9.1,3,0,0,1,Personal
23,3.7,10796,6.8,3,0,0,1,Personal
23,4.7,273994,12,7,0,0,1,Personal
23,4.5,29203,3.3,13,0,0,1,Personal
23,4.4,18918,12,13,0,0,1,Personal
23,4.3,2056,9.8,18,0,0,1,Personal
23,4.8,440,920,18,0,0,1,Personal
23,4.6,66453,14,13,0,0,1,Personal
23,4.1,398,6.8,9,0,0,1,Personal
23,4.7,12089,27,18,0,0,1,Personal
23,4.1,2828,7.4,9,0,0,1,Personal
23,4.2,89342,29,7,0,0,1,Personal
23,4.0,30498,5.9,3,0,0,1,Personal
23,4.2,97890,14,3,1,2.49,1,Personal
23,3.9,25037,14,3,0,0,1,Personal
23,4.3,58617,26,3,1,0.99,1,Personal
23,4.1,62301,1.9,3,0,0,1,Personal
23,4.2,37237,3.9,13,0,0,1,Personal
23,4.4,1591,779,6,1,0.99,1,Personal
23,4.4,294701,5.1,7,0,0,4,Personal
23,4.3,63624,10,13,0,0,1,Personal
23,4.1,112977,13,7,0,0,1,Personal
23,4.2,58052,4.0,13,0,0,4,Personal
23,4.1,12180,5.4,3,0,0,1,Personal
23,4.1,118459,3.3,7,0,0,1,Personal
23,4.2,112479,4.3,7,0,0,1,Personal
23,4.1,69417,853,7,0,0,1,Personal
23,4.4,733838,21,7,0,0,1,Personal
23,4.1,157495,6.4,7,0,0,1,Personal
23,4.3,86481,8.6,7,0,0,1,Personal
23,4.6,484981,2.1,7,0,0,1,Personal
23,4.1,77724,7.1,13,0,0,4,Personal
23,4.2,33074,3.3,3,0,0,1,Personal
23,4.1,35771,3.5,13,0,0,1,Personal
23,4.2,290241,4.1,16,0,0,1,Personal
23,4.5,69488,9.7,3,0,0,1,Personal
23,4.3,10401,3.3,3,0,0,1,Personal
23,4.2,28806,7.1,3,0,0,1,Personal
23,4.0,11343,8.4,3,0,0,1,Personal
23,4.2,66730,7.0,13,0,0,1,Personal
23,4.2,25807,5.5,3,0,0,1,Personal
23,4.4,251616,13,7,0,0,1,Personal
23,4.3,881,5.9,6,1,9.99,1,Personal
23,4.5,624924,24,7,0,0,1,Personal
23,4.1,51145,6.2,7,0,0,1,Personal
23,4.2,7435,6.9,3,0,0,1,Personal
23,4.1,12008,6.1,3,0,0,1,Personal
25,4.4,1188154,24,7,0,0,1,Prdt
25,3.8,8226,4.1,7,0,0,1,Prdt
25,4.3,3252896,50,10,0,0,1,Prdt
25,3.2,11200,11,13,0,0,1,Prdt
25,4.5,9653,5.1,3,0,0,1,Prdt
25,4.2,58675,1.3,7,0,0,1,Prdt
25,4.0,2131,2.3,13,0,0,1,Prdt
25,4.6,5383985,16,10,0,0,1,Prdt
25,4.0,8550,15,3,0,0,1,Prdt
25,4.4,1861310,61,19,0,0,1,Prdt
25,4.5,23089,1.6,7,0,0,1,Prdt
25,4.2,56403,49,13,0,0,1,Prdt
25,4.7,19302,7.2,13,0,0,1,Prdt
25,4.4,577059,1.5,16,0,0,1,Prdt
25,4.6,209696,49,13,0,0,1,Prdt
25,4.3,1498393,14,16,0,0,1,Prdt
25,4.4,41418,1.2,3,0,0,1,Prdt
25,4.0,212,10.0,3,0,0,1,Prdt
25,4.4,6011,4.3,18,0,0,1,Prdt
25,4.7,17955,3.8,3,0,0,1,Prdt
25,4.2,74146,32,7,0,0,1,Prdt
25,4.5,176873,4.5,3,0,0,1,Prdt
25,4.0,10270,8.4,3,0,0,1,Prdt
25,4.5,155999,12,7,0,0,1,Prdt
25,4.4,56713,25,3,0,0,1,Prdt
25,4.5,72513,12,13,0,0,1,Prdt
25,4.4,205191,7.1,7,0,0,1,Prdt
25,4.6,5383971,16,10,0,0,1,Prdt
25,4.5,49794,6.5,3,0,0,1,Prdt
25,4.3,609182,9.2,16,0,0,1,Prdt
25,4.1,979,720,9,0,0,1,Prdt
25,4.2,53015,2.2,13,0,0,1,Prdt
25,4.2,17415,4.1,3,0,0,1,Prdt
25,4.3,549900,60,7,0,0,1,Prdt
25,4.5,1508137,37,10,0,0,1,Prdt
25,4.3,12321,713,3,0,0,1,Prdt
25,4.6,122424,4.7,13,0,0,1,Prdt
25,4.2,21507,6.6,3,0,0,1,Prdt
25,4.2,80581,2.5,7,0,0,1,Prdt
25,4.2,37204,19,3,0,0,1,Prdt
25,4.3,226295,4.2,7,0,0,1,Prdt
25,4.6,57904,11,3,0,0,1,Prdt
25,4.5,155999,12,7,0,0,1,Prdt
25,4.0,8985,5.7,3,0,0,1,Prdt
25,4.2,16349,9.0,3,0,0,1,Prdt
25,4.5,25985,6.9,3,0,0,1,Prdt
25,4.0,10270,8.4,3,0,0,1,Prdt
25,4.2,60840,1.9,13,0,0,1,Prdt
25,4.6,102594,15,13,0,0,1,Prdt
25,4.1,6850,11,9,0,0,1,Prdt
25,4.4,1861309,61,19,0,0,1,Prdt
25,4.4,18669,4.1,3,0,0,1,Prdt
25,4.1,16420,3.8,3,0,0,1,Prdt
25,4.1,71432,3.8,13,0,0,1,Prdt
22,4.5,86,2.8,6,0,0,1,Parenting
22,3.8,3614,3.3,3,0,0,1,Parenting
22,4.6,1413,14,9,0,0,3,Parenting
22,4.7,39,95,6,0,0,1,Parenting
22,4.0,3789,42,3,0,0,1,Parenting
22,4.7,107,98,15,0,0,4,Parenting
22,4.1,559,6.4,9,0,0,1,Parenting
22,3.7,4976,2.8,3,0,0,1,Parenting
22,4.1,44,3.6,6,0,0,1,Parenting
22,3.7,9293,2.4,3,0,0,1,Parenting
22,4.6,62386,3.4,3,0,0,1,Parenting
22,4.4,162,1.5,6,0,0,1,Parenting
22,4.6,1002,5.0,15,0,0,1,Parenting
22,4.1,99,6.6,6,0,0,1,Parenting
22,4.8,190,6.8,9,0,0,1,Parenting
22,4.0,464,24,9,0,0,1,Parenting
22,4.9,717,6.6,9,0,0,1,Parenting
22,4.8,7505,9.1,9,0,0,1,Parenting
22,4.4,11501,11,3,0,0,1,Parenting
22,4.7,69,5.8,12,0,0,1,Parenting
22,4.2,2715,24,18,0,0,1,Parenting
22,4.6,349,4.4,9,0,0,1,Parenting
22,4.6,37,16,6,0,0,1,Parenting
22,4.5,806,11,18,0,0,1,Parenting
22,4.6,60,4.9,6,0,0,1,Parenting
22,4.1,319,11,9,0,0,1,Parenting
22,3.8,824,53,3,0,0,1,Parenting
22,4.8,6668,20,9,0,0,1,Parenting
22,4.8,1940,38,9,0,0,1,Parenting
22,4.5,1025,17,9,0,0,1,Parenting
22,4.0,3346,37,3,0,0,1,Parenting
22,4.4,5343,5.2,3,0,0,1,Parenting
22,4.7,247,28,9,0,0,1,Parenting
22,3.9,3182,46,3,0,0,1,Parenting
22,4.4,1528,16,9,0,0,1,Parenting
22,4.4,39,18,6,0,0,1,Parenting
22,4.5,76795,18,3,0,0,1,Parenting
32,4.8,159455,10,3,0,0,1,Weather
32,4.8,892,17,6,0,0,1,Weather
32,4.7,11118,9.7,3,0,0,1,Weather
32,4.4,15370,21,3,0,0,1,Weather
32,4.3,18194,3.2,3,0,0,1,Weather
32,4.4,40606,15,7,0,0,1,Weather
32,4.2,133338,44,13,0,0,1,Weather
32,4.6,36900,4.8,18,0,0,1,Weather
32,4.4,4184,10,3,0,0,1,Weather
32,3.9,100994,54,13,0,0,1,Weather
32,4.3,20008,9.1,13,0,0,1,Weather
32,4.5,13426,19,3,0,0,1,Weather
32,4.2,18773,12,7,0,0,1,Weather
32,3.6,7623,19,3,0,0,1,Weather
32,4.3,21404,7.6,3,0,0,1,Weather
32,4.2,189313,38,7,0,0,1,Weather
32,4.5,3478,6.1,18,0,0,1,Weather
32,4.2,24349,9.2,3,0,0,1,Weather
32,4.8,17493,11,9,1,4.49,1,Weather
32,3.8,15966,9.2,3,0,0,1,Weather
32,4.5,2332,20,18,0,0,4,Weather
32,4.5,29344,22,18,0,0,1,Weather
32,4.2,18425,5.3,3,0,0,1,Weather
31,4.3,7557,5.6,3,0,0,1,Vid
31,4.2,59089,5.4,7,0,0,1,Vid
31,4.3,1551,2.9,3,0,0,1,Vid
31,3.6,12764,25,3,0,0,4,Vid
31,3.9,121916,23,10,0,0,1,Vid
31,3.7,400,7.2,9,0,0,4,Vid
31,4.6,3930,3.3,18,0,0,1,Vid
31,4.2,193381,17,16,0,0,4,Vid
31,4.1,7624,6.0,3,0,0,1,Vid
31,3.8,19738,33,3,0,0,4,Vid
31,4.4,259605,3.1,7,0,0,1,Vid
31,4.5,18699,4.1,3,0,0,1,Vid
31,4.6,98819,27,13,0,0,1,Vid
31,4.7,53006,44,3,0,0,1,Vid
31,4.5,351168,13,7,0,0,1,Vid
31,3.9,3484,3.0,7,0,0,1,Vid
31,4.4,25922,6.1,16,0,0,1,Vid
31,3.8,5555,64,3,0,0,1,Vid
31,4.6,921868,47,16,0,0,4,Vid
31,4.3,15874,5.4,3,0,0,1,Vid
31,4.6,36969,27,3,0,0,1,Vid
31,4.5,714665,50,7,0,0,1,Vid
31,4.3,6685,4.0,3,0,0,1,Vid
31,3.5,13205,44,3,0,0,4,Vid
31,3.3,1261,2.5,6,0,0,1,Vid
31,4.3,1215,23,9,0,0,2,Vid
31,4.1,159622,23,13,0,0,1,Vid
31,4.4,169965,14,7,0,0,4,Vid
31,4.4,38630,89,3,0,0,1,Vid
21,4.3,42624,16,3,0,0,2,Books
21,4.5,26411,26,3,0,0,1,Books
21,4.6,29706,11,3,0,0,4,Books
21,3.5,6066,56,3,0,0,1,Books
21,4.0,293080,25,7,0,0,2,Books
21,4.3,355921,17,7,0,0,4,Books
21,4.3,37882,9.1,3,0,0,4,Books
21,4.1,190888,11,7,0,0,4,Books
21,4.5,9548,15,3,0,0,1,Books
21,4.4,1071,9.7,18,0,0,1,Books
21,4.0,11908,5.5,3,0,0,1,Books
21,4.1,185058,6.7,7,0,0,4,Books
21,4.3,978,2.9,9,0,0,1,Books
21,3.9,877635,13,4,0,0,4,Books
21,4.5,51684,8.5,7,0,0,4,Books
21,4.7,175110,25,7,0,0,3,Books
21,4.5,357944,12,7,0,0,1,Books
21,3.1,735,6.3,18,0,0,1,Books
21,4.7,2543,6.3,18,0,0,1,Books
21,4.0,30287,19,3,0,0,2,Books
21,4.2,31504,31,3,0,0,2,Books
21,4.2,21147,9.0,13,0,0,4,Books
21,3.4,41490,25,13,0,0,4,Books
21,4.6,2090,4.6,15,0,0,1,Books
21,4.5,44274,8.0,3,0,0,1,Books
21,4.0,7006,23,3,0,0,1,Books
21,4.4,2959,9.8,3,0,0,1,Books
21,4.2,40167,8.7,3,0,0,1,Books
21,4.0,4332,12,3,0,0,1,Books
21,4.6,413999,10,13,0,0,4,Books
21,4.6,66384,19,3,0,0,4,Books
21,4.5,17703,6.6,18,0,0,4,Books
21,4.3,350,14,6,0,0,1,Books
